상품명,분위기,비율,상품url,리뷰수
리버서블 오피스 데스크 책상/테이블 600~2400mm(2colors),러블리&로맨틱,1.2735122193497447e-06,https://ohou.se/productions/538782/selling,2904.0
[해외] 눈굴리는 곰돌이 빙수기 4종,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/880183/selling,153.0
[5%쿠폰] 데이지 비치우드 원목 디자인 와이체어,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/710469/selling,1703.0
미니 빈티지 코트랙 자석 3구 (4 color),러블리&로맨틱,0.0235294117647058,https://ohou.se/productions/518250/selling,363.0
프리미엄 우든 철재 엔틱 컵 정리 수납건조홀더 CS6,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/87020/selling,338.0
[5%쿠폰] 경량랙 무볼트 조립식 철제 앵글선반 5단,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/395416/selling,4938.0
 LG 디오스 노크온 오브제컬렉션 T873MEE312 870L,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/1450530/selling,133.0
[리뉴얼] 전기포트 커피포트 마카롱 몽키케틀 ,러블리&로맨틱,0.0235294117647058,https://ohou.se/productions/32753/selling,2130.0
프라카 폴란드풍 도자기 항아리머그 중 350ml 2P 세트,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/316825/selling,1574.0
스퀘어 디퓨저 24가지 향,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/457574/selling,435.0
[10%쿠폰] ARSTID 탁상 단스탠드 2colors (전구포함),러블리&로맨틱,0.0176470588235294,https://ohou.se/productions/153964/selling,1537.0
내츄럴라탄 PP 수납바구니 (덮개형) ,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/922363/selling,198.0
LACK 보조 테이블,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/153722/selling,151.0
[5%쿠폰] MWO-E8A01 전자레인지 버튼식 20L ,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/96725/selling,1577.0
"[5%쿠폰]뉴트 저상형 침대 기본형 SS,Q,Q+SS (매트별도)",러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/532879/selling,183.0
글래스 볼륨 화병 꽃병 2size_1,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/374374/selling,164.0
GRUET 트롤리 2단,러블리&로맨틱,0.0235294117647058,https://ohou.se/productions/336069/selling,745.0
(고급형) 원목 디자인 와이체어 식탁의자,러블리&로맨틱,0.0176470588235294,https://ohou.se/productions/369205/selling,692.0
로지텍 코리아 K380 블루투스 키보드 4colors,러블리&로맨틱,0.0176470588235294,https://ohou.se/productions/422432/selling,1188.0
[주말특가][6천원쿠폰] 2022지라프 구이바다 세라믹 아이보리 에디션M,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/946669/selling,892.0
[10%쿠폰] E0등급 파인3도어 수납장 1200 높은수납장,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/612933/selling,2801.0
포송 양귀비 가지 조화_8color,러블리&로맨틱,0.0235294117647058,https://ohou.se/productions/269627/selling,5910.0
T500HLDA 에어 화이트쉘 메쉬의자 4colors,러블리&로맨틱,0.0176470588235294,https://ohou.se/productions/29089/selling,467.0
베이직 순면&시어서커 프릴 여름차렵이불 세트 5colors,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/301519/selling,5282.0
모기퇴치 시나몬스틱 인테리어 소품,러블리&로맨틱,0.0176470588235294,https://ohou.se/productions/181784/selling,3908.0
 DSAC123S 1200폭 3단 수납형 철제책장 5colors,러블리&로맨틱,0.0176470588235294,https://ohou.se/productions/344230/selling,489.0
2022 인테리어 포스터 탁상 미니 달력 10종/10_어스컬러 추상화,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/506362/selling,327.0
[5%쿠폰]2022년 모모 스마일 벽걸이 달력 캘린더,러블리&로맨틱,0.0176470588235294,https://ohou.se/productions/452286/selling,609.0
FISKBO 액자 (50X70cm),러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/839655/selling,155.0
[7%쿠폰] 당일출고   순수원목 선반장 3colors (가로2단),러블리&로맨틱,0.0411764705882352,https://ohou.se/productions/379255/selling,43101.0
에펠의자 고급형 4colors,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/125457/selling,13494.0
[5%쿠폰]VARNA 단스탠드 6colors E14 KS2246T,러블리&로맨틱,0.0529411764705882,https://ohou.se/productions/169066/selling,5695.0
원형 티 카페 테이블 2size,러블리&로맨틱,0.0235294117647058,https://ohou.se/productions/123785/selling,9384.0
클린코튼 고밀도 순면60수 호텔식 차렵이불 친환경 옥수수솜6색상,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/676405/selling,6825.0
[5%쿠폰][단독] 파운드 40수 트윌 호텔식 베개커버 12color,러블리&로맨틱,0.0176470588235294,https://ohou.se/productions/326791/selling,3854.0
크리미 단모 워셔블 사계절 러그 7size 8color,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/460857/selling,2790.0
DK053 3인용 풀커버 패브릭 소파 5colors (스툴 기본포함),러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/267218/selling,4708.0
대용량 빨래바구니 햄퍼 2colors,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/148850/selling,796.0
신규컬러 출시! 데일리 서랍장 L 4단,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/338750/selling,1405.0
데일리 디자인 전기케틀 (2종/택1) 전기포트,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/411037/selling,1082.0
감성도자기 수저통 L  3colors,러블리&로맨틱,0.0235294117647058,https://ohou.se/productions/343251/selling,1581.0
에듀플레이어 EA30 벽걸이 CD플레이어/FM라디오,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/624632/selling,162.0
아이엠 주방 수납 정리용품 컵꽂이 컵거치대,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/314902/selling,1339.0
[5%쿠폰] 윈저 고무나무 원목 디자인 의자 2colors,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/710465/selling,1579.0
LG UHD TV 75UN7000KNC 75인치 울트라HD,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/768345/selling,424.0
"[쿠폰가34,105원] FW신상 레이스 원터치 보온 난방텐트 베리 3size",러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/1050828/selling,181.0
유칼립투스 조화_2,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/1050596/selling,363.0
망고튤립 조화 5송이 묶음  8colors ,러블리&로맨틱,0.0176470588235294,https://ohou.se/productions/461929/selling,322.0
프랑스 유럽 여행 파리 감성 엽서 에펠탑 포스터,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/833020/selling,288.0
호프셀렘 실내공기정화식물 인테리어식물,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/1181394/selling,337.0
 태블릿 아이패드 거치대 맥커브,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/853900/selling,835.0
"어반 고블렛& 미니비어 (맥주잔, 와인잔, 카페유리컵)  ",러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/545302/selling,1187.0
라인 라운드 크리스탈 악세사리 보석함 ,러블리&로맨틱,0.0176470588235294,https://ohou.se/productions/198317/selling,3326.0
베이지 샌드 도자기 화병,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/1140673/selling,181.0
DCM 우드 디자인 체어,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/532638/selling,377.0
브라운 호텔 감성 디스펜서 샴푸통 (블랙앤화이트),러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/405465/selling,517.0
고아 디너 1인세트(블랙/핑크외 8가지 색상중 택1)(수저/젓가락세트/포크/나이프),러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/548360/selling,100.0
[5%쿠폰]  편안한 제주 필로우탑 본넬스프링 침대 매트리스 (싱글/슈퍼싱글/퀸/킹),러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/329364/selling,13514.0
데로마 실린드리코 이탈리아 토분 빈티지 화분,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/706851/selling,141.0
스마일 플라워 소프트 발매트,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/240490/selling,3188.0
리옹드 홈카페 고블렛잔 와인잔 유리컵 340ml,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/906538/selling,134.0
튤립 인테리어 조화 7colors ,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/728606/selling,384.0
볼록이 카페 유리컵 370ml,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/134559/selling,278.0
물기제거 다용도 유리닦이 핸드스퀴지 2type,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/154341/selling,1922.0
한샘몰PICK 클로이 조리도구 키친툴 7P세트 3colors ,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/419918/selling,6531.0
1+1 원터치 인테리어 미니휴지통 3colors,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/452547/selling,8214.0
퍼퓸 디퓨저 200ml 2구 세트,러블리&로맨틱,0.0235294117647058,https://ohou.se/productions/248677/selling,858.0
만세선인장 멕시코 선인장M - 이태리/독일토분(3colors),러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/196401/selling,374.0
디저트 플레이트 23 colors ,러블리&로맨틱,0.0294117647058823,https://ohou.se/productions/241714/selling,687.0
1+1 감성도자기 양념통S 4colors,러블리&로맨틱,0.0176470588235294,https://ohou.se/productions/549989/selling,1161.0
홍콩야자_무광 원형 화분 실내공기정화식물 소형식물,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/350317/selling,753.0
통원목 우드식기 원형볼 소 나무그릇,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/331342/selling,190.0
[5%쿠폰]RUSTA 장스탠드 11colors,러블리&로맨틱,0.0235294117647058,https://ohou.se/productions/83763/selling,20429.0
끌로에 3단 와이드 서랍장 5 Colors (거울/스툴 추가선택),러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/126833/selling,977.0
베가 폴라 투명 접이식의자 17colors(대량구매 추가할인),러블리&로맨틱,0.0941176470588235,https://ohou.se/productions/354736/selling,20830.0
[7%쿠폰]  당일출고 순수원목 1/2 매트리스 깔판 7size,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/426539/selling,3170.0
파스텔 워셔블 단모 원형 러그 카페트 4size 9color,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/762108/selling,1404.0
모먼트 스탠드 원형/사각 스판형 에어컨커버 7colors 5size,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/292653/selling,9470.0
양귀비 조화 11colors_2,러블리&로맨틱,0.0352941176470588,https://ohou.se/productions/414449/selling,5112.0
마크라메 다이아몬드 월행잉,러블리&로맨틱,0.0235294117647058,https://ohou.se/productions/47792/selling,7398.0
인센스 스틱 홀더 세트 (인센스스틱 3종 + 홀더 1종),러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/583897/selling,135.0
[오늘의딜]복숭아촉감 먼지없는 스테이 차렵이불세트 SS/Q/K,러블리&로맨틱,0.0176470588235294,https://ohou.se/productions/309648/selling,16163.0
NESNA 침대협탁 202.471.28,러블리&로맨틱,0.0235294117647058,https://ohou.se/productions/153195/selling,1717.0
향가득 베스트 구름캔들 5color,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/298332/selling,3772.0
사계절 체크 무드타일 러그 카페트 3size 2color,러블리&로맨틱,0.0235294117647058,https://ohou.se/productions/1271266/selling,547.0
플라워 페르시안 셔닐 사계절러그 3size,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/376314/selling,635.0
장모 에코퍼 양털 양모 원형 러그 카페트 4size 6color,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/654127/selling,710.0
레마 식탁형 카페장 1000폭 인출형,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/416864/selling,218.0
레트로 미니 블루투스 멀티페어링 키보드 B303,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/1334124/selling,111.0
하트 버블 거울 ,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/142801/selling,106.0
1+1 소소 내열유리컵 커피잔 언더락 420ml,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/855430/selling,294.0
크림 테이블보,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/284368/selling,135.0
투명 트로피화병 양각 엔틱 유리꽃병,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/1002066/selling,108.0
인테리어 벽걸이 벽선반 369 세트,러블리&로맨틱,0.0235294117647058,https://ohou.se/productions/1008411/selling,220.0
거울 조명 붙이는 LED 미러 라이트 5구,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/490228/selling,107.0
삼성 블루스카이 공기청정기 AX40A5310WMD 40㎡,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/526257/selling,2376.0
[맞춤] 네츄럴 콤비블라인드 롤스크린 46colors,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/759163/selling,498.0
알러지케어 향균 소프트 데일리 매트리스커버 SS/Q/K 13color,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/895915/selling,2217.0
크레센트 인센스 홀더 2colors,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/550533/selling,252.0
TEXTURED 코튼 러그 카페트 3size,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/1027916/selling,241.0
"알루미늄 액자 프레임 16종 A1, A2, A3, A4, 5070 등 24사이즈",러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/1028726/selling,757.0
[오늘의딜]원목 고양이 캣폴 캣타워 3/4/5단 대형,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/287343/selling,188.0
볼드 인테리어 매거진랙 2size 3colors,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/873743/selling,197.0
공간분리 원목 가벽인테리어 스트라이프 파티션 4colors,러블리&로맨틱,0.0176470588235294,https://ohou.se/productions/150395/selling,10530.0
행잉플랜트 디시디아,러블리&로맨틱,0.0235294117647058,https://ohou.se/productions/345099/selling,117.0
"[오늘의딜](한정수량 36,900) 무드 가습기 1000ml 무드등 미니 초음파 가습기",러블리&로맨틱,0.0176470588235294,https://ohou.se/productions/639327/selling,11238.0
[7%쿠폰] 당일출고  순수원목 C테이블 접이식 거실테이블 4sizes,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/387736/selling,2116.0
나비드 문걸이 거울 300/400 6종택1 3color,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/232810/selling,794.0
(1+1)유럽인증 비비드 사계절 베개 커버 2size 5color,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/901191/selling,854.0
[주말특가][10%쿠폰]로이 항균 밴딩 침대패드 SS/Q 12colors,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/308919/selling,6629.0
[최대3만원쿠폰]메종 호텔 순면 홑베드스커트 SS/Q 2color,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/448007/selling,267.0
곰돌이 악세사리 트레이 ,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/768081/selling,606.0
빈티지 비비앙 단스탠드_2colors (기본전구증정),러블리&로맨틱,0.0176470588235294,https://ohou.se/productions/406805/selling,9570.0
접이식 액자테이블 앙리마티스-A 3size,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/594492/selling,2383.0
치약꽂이 세라믹 스탠드,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/654319/selling,6202.0
규조토 트레이 코스터 A타입 화이트 4size,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/655857/selling,5067.0
튤립 조화_6colors,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/256105/selling,136.0
255 북유럽 인테리어 무소음 벽시계 5colors,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/381113/selling,3666.0
헤링본 사이잘룩 사계절 발탄 원형 러그 카페트 5size 8color,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/348287/selling,3309.0
무선 LED 멀티탁 센서등 무드등 조명(건전지),러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/309786/selling,10886.0
리틀띵스 발매트 (4종),러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/1104043/selling,358.0
양키캔들 보티브 캔들  인기향 모음,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/514354/selling,487.0
위생적인 스탠드 토끼 밥주걱 3color,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/624859/selling,280.0
데일리 진열장 선반 3단 4colors ,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/337434/selling,3494.0
 클라쎄 전자렌지 레트로 전자레인지 20L NKRL200DEK / EKRM201EEW,러블리&로맨틱,0.0235294117647058,https://ohou.se/productions/294787/selling,4100.0
PP 라탄 직사각 수납바스켓 (사이즈/컬러 선택),러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/302398/selling,10412.0
아몬드 체크 방수 식탁보 테이블보 ,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/748851/selling,163.0
브릭 고음질 무선 블루투스 스피커,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/289700/selling,199.0
모이 모던 와이드 4단 화장대 체스트,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/347148/selling,1033.0
미스티 학생의자 워킹체어 2type,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/189567/selling,386.0
1+1 감성 홈카페 내열유리컵 RM04 430ml,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/1192819/selling,200.0
다용도 사각 세라믹 트레이 도자기 받침 2size,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/655695/selling,431.0
[할인쿠폰] 피카 멀티 콘솔,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/25198/selling,688.0
모노(MONO) 캔들워머+양키캔들 라지자+전구2개증정(타이머/리모콘/높낮이조절),러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/309019/selling,17418.0
리니에 화이트쉘 메쉬의자(회전형),러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/29049/selling,271.0
데일리 전기포트 2colors HS,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/118860/selling,698.0
뉴욕 림 브레드 플레이트 시라쿠스 디저트 접시 (18cm),러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/301094/selling,180.0
국민 에펠체어 7colors,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/24381/selling,7726.0
감성 올리브 조화 화분 ,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/591921/selling,289.0
 RF코니 벤치 수납 스툴 800 (3colors),러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/513850/selling,426.0
ION PREMIER LP 아이온 프리미어 턴테이블,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/566595/selling,191.0
스테인레스 라운드 스툴,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/795499/selling,452.0
제니스 유리크리머& 샷잔 (소스볼 시럽기 에스프레소 홈카페),러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/502891/selling,1124.0
 우드접시 플레이트 모음,러블리&로맨틱,0.0058823529411764,https://ohou.se/productions/102095/selling,116.0
우드윅캔들 라지자 6가지향 ,러블리&로맨틱,0.0117647058823529,https://ohou.se/productions/68323/selling,910.0
